,country,points,price,variety,province,winery
81994,Spain,91,70.0,Red Blend,Catalonia,Capafons-Ossó
81995,US,87,55.0,Pinot Noir,Oregon,Torii Mor
81997,Spain,87,22.0,Red Blend,Northern Spain,Bodegas San Prudencio
81998,US,87,85.0,Cabernet Sauvignon,California,Brandlin
82001,US,87,24.0,Red Blend,Oregon,Cathedral Ridge
82005,US,87,55.0,Pinot Noir,California,Fess Parker
82006,US,87,13.0,Riesling,New York,Lamoreaux Landing
82008,US,87,38.0,Red Blend,California,Venge
82011,US,87,18.0,Sauvignon Blanc,California,Darcie Kent Vineyards
82012,France,87,16.0,Riesling,Alsace,Domaine Zinck
82013,US,87,15.0,Riesling,New York,Dr. Konstantin Frank
82015,US,88,15.0,Cabernet Sauvignon,California,Crimson Ranch
82019,Italy,88,25.0,Red Blend,Tuscany,Piaggia
82020,Italy,88,14.0,Red Blend,Tuscany,Pietro Beconcini
82021,Italy,88,20.0,Red Blend,Tuscany,Poggio alla Sala
82023,Italy,88,23.0,Red Blend,Tuscany,Quercia al Poggio
82024,US,88,30.0,Chardonnay,Oregon,Raptor Ridge
82025,US,88,20.0,Pinot Noir,Oregon,River's Edge
82026,US,88,12.0,Sauvignon Blanc,California,SeaGlass
82027,US,88,45.0,Bordeaux-style Red Blend,Oregon,Styring
82030,US,88,80.0,Bordeaux-style Red Blend,California,Von Strasser
82033,US,88,34.0,Syrah,California,Spann Vineyards
82034,Italy,88,51.0,Red Blend,Tuscany,La Calonica
82035,US,88,24.0,Red Blend,California,Left Bend
82036,US,88,30.0,Red Blend,California,Longoria
82037,Italy,88,65.0,Red Blend,Tuscany,Lunadoro
82039,US,88,22.0,Bordeaux-style Red Blend,Virginia,Boxwood
82040,US,88,23.0,Pinot Noir,Oregon,Brigadoon
82041,Italy,88,25.0,Red Blend,Tuscany,Tringali Casanuova
82042,Italy,88,60.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
82045,France,89,14.0,Rosé,Provence,Château Vignelaure
82046,US,89,50.0,Cabernet Sauvignon,California,Clos Pegase
82056,Argentina,88,29.0,Cabernet Sauvignon,Mendoza Province,Bodega Atamisque
82058,US,88,45.0,Merlot,Washington,JM Cellars
82059,France,88,20.0,Chardonnay,Burgundy,Joseph Drouhin
82063,US,88,49.0,Pinot Noir,California,MacPhail
82065,Italy,88,34.0,Red Blend,Tuscany,Massi di Mandorlaia
82066,Italy,88,16.0,Red Blend,Tuscany,Mazzei
82067,US,88,30.0,Chardonnay,Virginia,Michael Shaps
82068,Italy,88,20.0,Red Blend,Tuscany,Morisfarms
82071,US,88,40.0,Syrah,Washington,:Nota Bene
82072,US,88,50.0,Merlot,Washington,Obelisco Estate
82074,Italy,86,33.0,Red Blend,Tuscany,Scaranto
82075,US,86,14.0,Pinot Noir,California,Secret Cellars
82077,Italy,86,29.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
82078,Italy,86,21.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
82083,US,86,35.0,Chardonnay,California,Laguna
82084,US,86,28.0,Riesling,Oregon,Love & Squalor
82085,Italy,86,12.0,Red Blend,Tuscany,Poggio Salvi
82089,Australia,86,9.0,Chardonnay,Australia Other,St. Kilda
82091,US,85,35.0,Pinot Noir,Oregon,Montinore
82093,US,85,18.0,Chardonnay,California,Robert Hall
82095,Italy,85,12.0,Red Blend,Tuscany,Burchino
82096,US,85,15.0,Pinot Noir,Oregon,Castle Rock
82098,Italy,85,11.0,Red Blend,Tuscany,Giulio Straccali
82103,US,85,17.0,Pinot Noir,California,Stephen Vincent
82106,US,88,16.0,Red Blend,California,Ravenswood
82117,France,88,20.0,Rosé,Languedoc-Roussillon,Château de Lancyre
82118,France,88,35.0,Chardonnay,Burgundy,Clos des Rocs
82119,Germany,88,15.0,Riesling,Rheinhessen,Dachshund
82121,US,88,30.0,Cabernet Sauvignon,Oregon,Delfino
82122,US,88,32.0,Syrah,Oregon,Delfino
82123,France,88,24.0,Chardonnay,Burgundy,Domaine André Bonhomme
82124,France,88,54.0,Chardonnay,Burgundy,Domaine Ferret
82126,France,88,54.0,Chardonnay,Burgundy,Domaine Méo-Camuzet
82129,US,88,40.0,Chardonnay,California,Adelaida
82135,US,91,55.0,Cabernet Sauvignon,California,Sandler
82136,US,91,48.0,Chardonnay,California,Sojourn
82137,US,91,45.0,Chardonnay,California,Sojourn
82138,Germany,91,27.0,Riesling,Rheinhessen,Staatliche Weinbaudomäne Oppenheim
82139,US,91,30.0,Chardonnay,California,Steele
82142,US,91,36.0,Pinot Noir,Oregon,Trisaetum
82143,US,91,42.0,Pinot Noir,California,Waits-Mast
82144,US,91,22.0,Red Blend,California,Matchbook
82147,US,91,48.0,Pinot Noir,Oregon,Elizabeth Chambers
82148,US,91,60.0,Pinot Noir,Oregon,Elk Cove
82151,US,91,37.0,Chardonnay,California,Foppiano
82153,US,91,45.0,Red Blend,California,Grassini
82154,US,91,45.0,Chardonnay,Oregon,Hyland
82155,US,91,48.0,Bordeaux-style Red Blend,California,Jamie Slone Wines
82157,US,91,60.0,Pinot Noir,Oregon,Aberrant Cellars
82159,US,91,22.0,Chardonnay,Oregon,Amalie Robert
82160,US,91,42.0,Syrah,California,Belden Barns
82163,US,91,62.0,Pinot Noir,Oregon,Bergström
82164,US,90,65.0,Pinot Noir,California,Woodenhead
82166,US,90,25.0,Chardonnay,California,Chateau St. Jean
82167,France,90,20.0,Rosé,Provence,Domaine Houchart
82168,US,90,60.0,Pinot Noir,California,En Garde
82169,US,90,52.0,Pinot Noir,California,Fort Ross
82170,US,90,27.0,Pinot Noir,California,Frei Brothers
82174,France,90,65.0,Pinot Noir,Burgundy,Joseph Drouhin
82175,Italy,90,65.0,Red Blend,Tuscany,Lornano
82177,US,90,57.0,Pinot Noir,California,Marimar Estate
82180,US,90,22.0,Chardonnay,California,Meiomi
82181,Italy,90,33.0,Red Blend,Tuscany,Morisfarms
82183,Italy,90,22.0,Red Blend,Tuscany,Palazzo Vecchio
82184,US,90,98.0,Cabernet Sauvignon,California,Patland
82186,Italy,90,28.0,Red Blend,Tuscany,Poliziano
82188,US,90,70.0,Pinot Noir,California,Ram's Gate
82189,US,90,49.0,Pinot Noir,California,Roadhouse Winery
82190,US,90,32.0,Chardonnay,California,Sanford
82191,US,90,33.0,Pinot Noir,California,Siduri
82192,US,90,28.0,Chardonnay,Washington,Sleight of Hand
82193,US,90,15.0,Red Blend,America,Sokol Blosser
82195,US,87,22.0,Chardonnay,Washington,Browne Family Vineyards
82204,US,87,12.0,Chardonnay,Washington,Duck Pond
82208,US,87,34.0,Cabernet Sauvignon,California,Solitary Cellars
82219,US,87,25.0,Cabernet Sauvignon,California,Sextant
82223,US,87,45.0,Cabernet Sauvignon,California,William Hill Estate
82225,Italy,87,15.0,Red Blend,Tuscany,Poliziano
82226,US,87,85.0,Cabernet Sauvignon,California,Pride Mountain
82227,Italy,87,28.0,Red Blend,Tuscany,Principe Corsini Fattoria Le Corti
82229,US,87,19.0,Sauvignon Blanc,California,Sebastiani
82230,US,87,25.0,Riesling,Oregon,Stoller
82231,Italy,87,19.0,Red Blend,Tuscany,Tenuta di Lilliano
82232,Italy,87,17.0,Red Blend,Tuscany,Villa Calcinaia
82236,US,87,32.0,Syrah,California,Novy
82237,US,86,21.0,Rosé,California,Margerum
82240,US,86,60.0,Cabernet Sauvignon,California,Scarlett
82242,US,86,17.0,Pinot Noir,Oregon,Carabella
82243,Italy,86,12.0,Red Blend,Tuscany,Castello Il Palagio
82244,US,86,49.0,Chardonnay,California,32 Winds
82247,US,92,40.0,Syrah,California,Epiphany
82248,Chile,92,125.0,Syrah,Aconcagua Valley,Errazuriz
82251,US,92,25.0,Chardonnay,California,Windemere
82252,France,92,20.0,Riesling,Alsace,Wunsch & Mann
82253,US,92,75.0,Pinot Noir,New York,McCall
82256,US,92,59.0,Pinot Noir,California,Sojourn
82257,US,92,48.0,Pinot Noir,California,Spell
82259,US,92,70.0,Pinot Noir,California,Cobb
82261,US,92,225.0,Cabernet Sauvignon,California,Darioush
82263,US,92,115.0,Cabernet Sauvignon,California,Etude
82267,US,92,30.0,Chardonnay,California,Chalone Vineyard
82272,US,92,35.0,Chardonnay,California,Antica
82273,Chile,92,80.0,Red Blend,Maipo Valley,Cousiño-Macul
82275,US,92,24.0,Red Blend,California,Eruption
82276,US,92,115.0,Cabernet Sauvignon,California,Etude
82278,US,85,32.0,Merlot,California,Midnight
82279,US,85,14.0,Sauvignon Blanc,California,River Star
82280,US,85,13.0,Cabernet Sauvignon,Washington,Snoqualmie
82286,US,85,10.0,Chardonnay,California,Mandolin
82287,US,85,9.0,Red Blend,California,Our Daily Red
82289,US,85,45.0,Cabernet Sauvignon,California,Ascension Cellars
82291,US,85,18.0,Merlot,California,Candor
82292,Chile,85,20.0,Cabernet Sauvignon,Rapel Valley,Château Los Boldos
82293,Chile,85,18.0,Chardonnay,Limarí Valley,Concha y Toro
82295,US,85,13.0,Riesling,New York,Lakewood
82301,Italy,87,30.0,Red Blend,Sicily & Sardinia,Settesoli
82304,US,87,16.0,Pinot Noir,Oregon,Terrapin Cellars
82305,US,87,30.0,Chardonnay,California,The Gardener
82306,US,87,22.0,Riesling,Oregon,Anam Cara
82307,US,87,50.0,Bordeaux-style Red Blend,Virginia,Barboursville Vineyards
82310,France,87,14.0,Merlot,Southwest France,Château Laulerie
82320,Italy,87,10.0,Merlot,Sicily & Sardinia,Feudo Arancio
82323,US,87,45.0,Cabernet Sauvignon,California,Fleuron
82326,Chile,87,25.0,Cabernet Sauvignon,Colchagua Valley,Viña Santa Cruz
82329,US,90,35.0,Merlot,California,Rexford
82334,US,90,20.0,Pinot Noir,Oregon,Scenic Valley Farms
82335,Austria,90,14.0,Rosé,Niederösterreich,Schloss Gobelsburg
82337,US,90,16.0,Pinot Noir,Oregon,Spindrift Cellars
82340,Austria,90,18.0,Riesling,Kremstal,Unger
82344,US,90,20.0,Rosé,California,Vigilance
82347,US,90,135.0,Cabernet Sauvignon,California,Amici
82348,US,90,42.0,Pinot Noir,California,Anaba
82349,US,90,18.0,Sauvignon Blanc,California,Boeger
82350,US,90,28.0,Cabernet Sauvignon,California,Brander
82352,US,90,20.0,Syrah,California,Buttonwood Farm
82354,Spain,90,20.0,Red Blend,Levante,Venta del Puerto
82356,US,90,38.0,Pinot Noir,California,Challen
82357,France,90,28.0,Red Blend,Southwest France,Château Coutinel
82359,US,87,20.0,Sauvignon Blanc,California,Chatom Vineyards
82363,France,87,30.0,Chardonnay,Burgundy,Domaine Christian Moreau Père et Fils
82364,France,87,25.0,Chardonnay,Burgundy,Domaine des Gandines
82366,France,87,13.0,Rosé,Languedoc-Roussillon,Domaine Sainte-Eugénie
82367,US,87,17.0,Pinot Noir,California,Esser
82371,US,87,13.0,Sauvignon Blanc,California,Van Ruiten
82372,France,87,16.0,Rosé,Languedoc-Roussillon,Vignobles Jeanjean
82381,France,86,11.0,Rosé,Languedoc-Roussillon,Le Grand Noir
82382,US,86,22.0,Pinot Noir,Oregon,Left Coast Cellars
82383,Germany,86,12.0,Riesling,Mosel,Leonard Kreusch
82384,France,86,15.0,Chardonnay,Burgundy,Louis Jadot
82385,US,86,27.0,Rosé,California,LXV
82387,US,86,14.0,Cabernet Sauvignon,California,Parducci
82389,US,88,40.0,Red Blend,California,Galante
82390,US,88,18.0,Sauvignon Blanc,California,Girard
82391,US,88,50.0,Pinot Noir,California,Holdredge
82392,US,88,15.0,Cabernet Sauvignon,California,Crimson Ranch
82393,US,88,30.0,Chardonnay,Oregon,Raptor Ridge
82394,US,88,20.0,Pinot Noir,Oregon,River's Edge
82395,US,88,12.0,Sauvignon Blanc,California,SeaGlass
82396,US,88,45.0,Bordeaux-style Red Blend,Oregon,Styring
82398,Italy,88,25.0,Red Blend,Tuscany,Tringali Casanuova
82399,Italy,88,60.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
82402,US,88,22.0,Bordeaux-style Red Blend,Virginia,Boxwood
82403,US,88,23.0,Pinot Noir,Oregon,Brigadoon
82404,US,88,28.0,Pinot Noir,Oregon,Bryn Mawr Vineyards
82406,US,88,80.0,Bordeaux-style Red Blend,California,Von Strasser
82409,Spain,88,15.0,Red Blend,Levante,Hacienda del Carche
82410,Spain,88,14.0,Red Blend,Levante,Hacienda del Carche
82413,Italy,88,15.0,Red Blend,Tuscany,Castello di Monastero
82414,US,88,28.0,Chardonnay,Oregon,Cathedral Ridge
82418,US,86,40.0,Pinot Noir,California,Sonoma-Cutrer
82419,US,86,13.0,Riesling,New York,Heron Hill
82421,US,86,13.0,Riesling,New York,Lakewood
82422,US,86,13.0,Riesling,New York,Lamoreaux Landing
82423,US,86,30.0,Chardonnay,California,Leto
82424,Spain,86,12.0,Rosé,Northern Spain,Muga
82426,France,86,13.0,Rosé,Provence,Château Routas
82427,France,86,18.0,Rosé,Provence,Commanderie de la Bargemone
82428,US,86,33.0,Pinot Noir,California,Cuvaison
82431,US,86,44.0,Pinot Noir,California,Pali
82432,France,86,40.0,Riesling,Alsace,Pierre Sparr
82433,US,86,75.0,Cabernet Sauvignon,California,Rutherford Ranch
82434,US,86,65.0,Cabernet Sauvignon,California,Sojourn
82435,US,86,36.0,Merlot,California,Swanson
82438,US,86,41.0,Pinot Noir,Oregon,Torii Mor
82443,US,86,14.0,Rosé,Oregon,Viento
82444,US,86,29.0,Merlot,California,Marilyn
82445,US,86,24.0,Merlot,California,Niner
82449,France,92,78.0,Chardonnay,Champagne,Delamotte
82450,US,92,50.0,Pinot Noir,Oregon,Devona
82452,US,92,90.0,Pinot Noir,Oregon,Domaine Serene
82453,US,92,90.0,Pinot Noir,Oregon,Domaine Serene
82454,US,92,45.0,Pinot Noir,Oregon,Domaine Serene
82455,US,92,75.0,Chardonnay,Oregon,Domaine Serene
82457,Spain,92,59.0,Red Blend,Catalonia,Ferrer Bobet
82458,US,92,38.0,Syrah,California,Martin Ranch
82462,US,92,42.0,Red Blend,California,Naggiar
82465,US,92,55.0,Cabernet Sauvignon,California,Justin
82468,France,92,120.0,Pinot Noir,Champagne,J. Dumangin Fils
82472,Germany,92,26.0,Riesling,Mosel,Reichsgraf von Kesselstatt
82476,US,94,55.0,Syrah,Washington,Betz Family
82480,France,94,80.0,Bordeaux-style Red Blend,Bordeaux,Château Pavie Macquin
82484,France,94,60.0,Bordeaux-style Red Blend,Bordeaux,Château Giscours
82487,US,94,68.0,Pinot Noir,California,Williams Selyem
82491,US,94,55.0,Bordeaux-style Red Blend,California,Yates Family Vineyard
82495,France,94,150.0,Bordeaux-style Red Blend,Bordeaux,Le Dôme
82497,US,94,36.0,Merlot,California,Swanson
82502,US,87,60.0,Chardonnay,California,Nicholson Ranch
82504,US,87,30.0,Sauvignon Blanc,California,Okapi
82509,US,87,18.0,Cabernet Sauvignon,California,The Naked Grape
82510,US,87,30.0,Chardonnay,California,Thomas George
82513,Germany,87,11.0,Riesling,Mosel,Karl Josef
82514,US,87,52.0,Red Blend,California,LXV
82516,Argentina,87,22.0,Rosé,Mendoza Province,Luigi Bosca
82521,US,87,85.0,Pinot Noir,California,Challen
82522,France,87,20.0,Red Blend,Southwest France,Château Clément Termes
82524,US,87,12.0,Sauvignon Blanc,California,Dancing Bull
82526,Argentina,87,16.0,Cabernet Sauvignon,Mendoza Province,Domaine Bousquet
82527,France,87,37.0,Chardonnay,Burgundy,Domaine Guy & Yan Dufouleur
82529,Italy,87,17.0,Red Blend,Veneto,Famiglia Cielo
82530,Chile,83,9.0,Sauvignon Blanc,Central Valley,San Elias
82531,Chile,83,10.0,Cabernet Sauvignon,Colchagua Valley,Ventisquero
82532,US,83,20.0,Chardonnay,California,Buccio
82533,Chile,83,12.0,Chardonnay,Maipo Valley,Haras
82534,Chile,83,9.0,Chardonnay,Maule Valley,Viña el Aromo
82535,US,83,16.0,Pinot Noir,Oregon,Melrose
82536,US,83,18.0,Cabernet Sauvignon,California,Quickfire
82539,Portugal,83,8.0,Rosé,Tejo,Quinta do Casal Branco
82541,Chile,83,11.0,Chardonnay,Casablanca Valley,Apaltagua
82544,US,83,13.0,Sauvignon Blanc,California,Bianchi
82546,US,82,24.0,Pinot Noir,Oregon,Lumos
82547,US,82,28.0,Pinot Noir,California,Roth
82548,US,82,13.0,Chardonnay,California,Castoro Cellars
82549,US,82,24.0,Cabernet Sauvignon,Oregon,Valley View
82551,Chile,88,13.0,Red Blend,Cauquenes Valley,Chono
82554,US,88,16.0,Chardonnay,California,Criss Cross
82555,France,88,20.0,Red Blend,France Other,Domaine Petroni
82556,France,88,16.0,Rosé,France Other,Domaine Poli
82558,US,88,19.0,Red Blend,Washington,Dunham
82561,US,88,30.0,Pinot Noir,California,Fess Parker
82562,US,88,30.0,Chardonnay,California,Foley
82566,Italy,88,12.0,Red Blend,Veneto,Gorgo
82571,US,88,14.0,Rosé,California,Marietta Cellars
82572,US,88,21.0,Chardonnay,California,Meiomi
82573,US,88,16.0,Chardonnay,California,Michael David
82574,US,88,16.0,Sauvignon Blanc,California,Michael David
82575,US,88,40.0,Syrah,Washington,North by Northwest
82576,Italy,88,35.0,Red Blend,Veneto,Pasqua
82577,US,88,17.0,Red Blend,Washington,Pendulum
82580,US,88,16.0,Chardonnay,New York,Glenora
82581,US,88,60.0,Bordeaux-style Red Blend,California,Charles Krug
82582,France,88,12.0,Rosé,Rhône Valley,Charles Thomas
82585,Italy,88,25.0,Red Blend,Tuscany,Poggio Mandorlo
82588,Italy,88,39.0,Red Blend,Tuscany,La Castellina
82590,Chile,88,15.0,Syrah,Limarí Valley,Viña Tabalí
82591,US,88,15.0,Riesling,New York,Wagner
82592,US,88,19.0,Chardonnay,California,White Hart Wine
82594,US,88,16.0,Riesling,New York,Atwater
82595,US,88,10.0,Pinot Noir,California,Belle Ambiance
82596,US,88,10.0,Chardonnay,California,Belle Ambiance
82597,US,88,19.0,Syrah,Washington,Boomtown
82599,US,88,40.0,Red Blend,California,Buena Vista
82600,Italy,88,24.0,Red Blend,Tuscany,Triacca
82602,Italy,88,55.0,Red Blend,Tuscany,Campo alla Sughera
82603,US,88,28.0,Riesling,California,Casa Nuestra
82604,Italy,88,54.0,Red Blend,Tuscany,Castello di Poppiano
82607,US,88,48.0,Bordeaux-style Red Blend,Washington,Columbia Winery
82608,Italy,88,38.0,Merlot,Tuscany,Conte Ferdinando Guicciardini
82611,Spain,83,13.0,Red Blend,Northern Spain,Valle Rojo
82612,US,83,28.0,Syrah,California,VJB
82616,US,83,28.0,Chardonnay,California,Nicholson Ranch
82617,US,83,38.0,Chardonnay,California,Falcor
82621,US,83,36.0,Syrah,California,Fralich
82630,Chile,91,27.0,Red Blend,Maule Valley,Oveja Negra
82631,US,91,39.0,Merlot,Washington,Reininger
82635,US,91,50.0,Pinot Noir,Oregon,J. Christopher
82636,US,91,50.0,Pinot Noir,Oregon,J. Christopher
82638,France,91,25.0,Rosé,Provence,Château les Valentines
82639,US,91,80.0,Red Blend,Washington,Den Hoed
82640,US,91,35.0,Bordeaux-style Red Blend,Washington,Geoff Tate
82642,Italy,91,65.0,Red Blend,Central Italy,Umani Ronchi
82645,Germany,91,32.0,Riesling,Mosel,Dr. Loosen
82646,Austria,91,66.0,Riesling,Niederösterreich,Emmerich Knoll
82647,Chile,91,90.0,Cabernet Sauvignon,Aconcagua Valley,Errazuriz
82650,US,91,55.0,Pinot Noir,Oregon,King Estate
82651,Germany,91,54.0,Riesling,Mosel,Markus Molitor
82652,US,91,38.0,Pinot Noir,California,Balletto
82653,US,91,28.0,Chardonnay,California,Breggo
82655,France,91,60.0,Rosé,Provence,Château d'Esclans
82657,France,91,55.0,Bordeaux-style Red Blend,Bordeaux,Château Laroque
82658,Germany,91,42.0,Riesling,Mosel,Dr. Loosen
82659,US,91,35.0,Cabernet Sauvignon,Washington,Dusted Valley
82660,US,91,53.0,Syrah,Washington,Dusted Valley
82662,Austria,90,42.0,Pinot Noir,Thermenregion,Johanneshof Reinisch
82663,US,90,75.0,Pinot Noir,Oregon,King Estate
82666,US,90,40.0,Chardonnay,California,Lucia
82667,US,90,50.0,Pinot Noir,California,Lucia
82668,US,90,25.0,Rosé,California,Lynmar
82669,US,90,53.0,Merlot,California,Nickel & Nickel
82670,US,90,38.0,Cabernet Sauvignon,Washington,Nodland
82672,US,90,90.0,Cabernet Sauvignon,California,The Farm Winery
82674,US,90,48.0,Cabernet Sauvignon,California,Venteux
82678,US,90,15.0,Sauvignon Blanc,California,Wente
82680,US,88,25.0,Chardonnay,California,Francis Ford Coppola
82682,US,88,13.0,Chardonnay,California,Jekel
82683,US,88,20.0,Riesling,New York,Lamoreaux Landing
82684,US,88,20.0,Riesling,New York,Lamoreaux Landing
82686,US,88,24.0,Sauvignon Blanc,California,Trinchero
82687,US,88,20.0,Red Blend,Oregon,Zerba Cellars
82689,US,88,18.0,Riesling,Oregon,Penner-Ash
82692,US,88,70.0,Cabernet Sauvignon,California,Rutherford Ranch
82694,US,88,8.0,Riesling,Idaho,Ste. Chapelle
82696,US,88,53.0,Chardonnay,California,Tor Kenward
82698,US,88,25.0,Syrah,Oregon,Cliff Creek
82703,Spain,88,16.0,Pinot Noir,Catalonia,Marqués de Gelida
82706,US,88,45.0,Pinot Noir,California,Beauregard
82710,France,93,54.0,Bordeaux-style Red Blend,Bordeaux,Château Rauzan-Ségla
82714,Austria,93,30.0,Red Blend,Thermenregion,Gebeshuber
82715,US,93,48.0,Syrah,California,Stolpman
82716,US,93,64.0,Pinot Noir,California,Testarossa
82717,US,93,145.0,Cabernet Sauvignon,California,Tierra Roja
82719,Austria,93,60.0,Riesling,Kamptal,Hirsch
82721,US,93,85.0,Cabernet Sauvignon,California,Piña
82723,US,93,70.0,Pinot Noir,California,Lynmar
82724,US,93,70.0,Pinot Noir,California,Lynmar
82725,Chile,93,90.0,Red Blend,Colchagua Valley,Montes
82731,US,93,48.0,Pinot Noir,California,Talisman
82732,US,93,30.0,Riesling,New York,Boundary Breaks
82733,US,93,145.0,Cabernet Sauvignon,California,Castello di Amorosa
82735,US,93,57.0,Syrah,Washington,Betz Family
82736,US,93,45.0,Pinot Noir,California,Champ de Rêves
82739,Spain,81,8.0,Red Blend,Northern Spain,Bodegas San Martín
82740,Argentina,81,19.0,Merlot,Mendoza Province,Viña Cobos
82745,Spain,80,20.0,Red Blend,Central Spain,Finca Constancia
82748,Argentina,80,12.0,Sauvignon Blanc,Mendoza Province,Valentin Bianchi
82751,France,98,757.0,Chardonnay,Burgundy,Bouchard Père & Fils
82752,US,97,70.0,Cabernet Sauvignon,California,Krutz
82753,US,97,140.0,Bordeaux-style Red Blend,California,Continuum
82756,France,96,260.0,Chardonnay,Burgundy,Domaine Leflaive
82757,France,95,328.0,Chardonnay,Burgundy,Bouchard Père & Fils
82758,US,90,35.0,Pinot Noir,California,Landmark
82759,Italy,90,40.0,Chardonnay,Lombardy,Montenisa
82764,France,90,50.0,Chardonnay,Champagne,Tendil & Lombardi
82765,US,90,81.0,Pinot Noir,California,Testarossa
82766,France,90,22.0,Pinot Noir,Burgundy,Bailly-Lapierre
82773,Germany,90,48.0,Pinot Noir,Baden,Huber
82776,Germany,90,31.0,Riesling,Mosel,Joh. Jos. Prüm
82778,US,90,54.0,Pinot Noir,California,Saintsbury
82779,US,90,25.0,Pinot Noir,California,San Simeon
82780,US,90,125.0,Pinot Noir,Oregon,Adelsheim
82782,US,90,42.0,Pinot Noir,California,Anglim
82783,Italy,90,78.0,Red Blend,Veneto,Begali
82785,US,90,36.0,Pinot Noir,California,Cobden Wini
82786,US,90,60.0,Pinot Noir,California,Della
